0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1405,0,0,0,0,0,0,0,0,1124,1125,1124,1125,0
0,1413,1411,1521,1523,1521,1523,0,0,0,1132,1133,1132,1133,0
0,1421,1419,1553,1562,1553,1562,0,0,0,1140,1141,1140,1141,0
0,1349,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1349,1409,1410,0,0,0,0,0,1684,1685,1686,0,0,0
0,0,1417,1418,0,0,0,0,0,1692,1693,1694,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1126,1124,1125,1124,1125,0,0,0,1124,1125,1124,1125,1126,0
0,1134,1132,1133,1132,1133,0,0,0,1132,1133,1132,1133,1134,0
0,1142,1140,1141,1140,1141,0,0,0,1140,1141,1140,1141,1142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1387,0,0,0,0,0,0,0,0,0,0,0,1387,0
0,1395,0,0,0,0,0,0,0,0,0,0,0,1395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
