0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,273,274,274,274,274,274,274,274,274,274,274,274,274,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,273,274,274,274,274,241,241,241,274,274,274,274,274,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,251,241,241,241,241,241,241,241,241,241,241,241,241,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
